21.951,3525.9,35.284,-9.9639
22.001,3527.7,34.786,-9.957
22.051,3529.4,34.289,-9.9514
22.101,3531.1,33.791,-9.9464
22.151,3532.8,33.294,-9.9406
22.201,3534.4,32.797,-9.9348
22.251,3536.1,32.3,-9.93
22.301,3537.7,31.804,-9.9248
22.351,3539.3,31.308,-9.9198
22.401,3540.8,30.812,-9.9156
22.451,3542.3,30.316,-9.9113
22.501,3543.8,29.821,-9.9082
22.551,3545.3,29.326,-9.9029
22.601,3546.8,28.831,-9.899
22.651,3548.2,28.336,-9.8951
22.701,3549.6,27.841,-9.891
22.751,3551,27.347,-9.8863
22.801,3552.3,26.852,-9.8822
22.851,3553.7,26.358,-9.8778
22.901,3555,25.865,-9.8747
22.951,3556.3,25.371,-9.871
23.001,3557.5,24.878,-9.8675
23.051,3558.7,24.384,-9.8629
23.101,3559.9,23.891,-9.8605
23.151,3561.1,23.398,-9.8556
23.201,3562.3,22.906,-9.8527
23.251,3563.4,22.413,-9.8511
23.301,3564.5,21.92,-9.8483
23.351,3565.6,21.428,-9.8445
23.401,3566.7,20.936,-9.8395
23.451,3567.7,20.444,-9.8372
23.501,3568.7,19.952,-9.835
23.551,3569.7,19.461,-9.8307
23.601,3570.7,18.969,-9.8274
23.651,3571.6,18.478,-9.8247
23.701,3572.5,17.987,-9.8215
23.751,3573.4,17.496,-9.8187
23.801,3574.3,17.005,-9.816
23.851,3575.1,16.514,-9.8139
23.901,3575.9,16.024,-9.8114
23.951,3576.7,15.533,-9.8095
24.001,3577.5,15.043,-9.8065
24.051,3578.2,14.552,-9.8052
24.101,3578.9,14.062,-9.8026
24.151,3579.6,13.572,-9.8009
24.201,3580.3,13.082,-9.7988
24.251,3580.9,12.592,-9.7961
24.301,3581.5,12.102,-9.7938
24.351,3582.1,11.613,-9.7897
24.401,3582.7,11.123,-9.7885
24.451,3583.2,10.634,-9.7866
24.501,3583.8,10.145,-9.7854
24.551,3584.3,9.6555,-9.7819
24.601,3584.7,9.1665,-9.7811
24.651,3585.2,8.6775,-9.778
24.701,3585.6,8.1887,-9.775
24.751,3586,7.6999,-9.7735
24.801,3586.4,7.2113,-9.7717
24.851,3586.7,6.7228,-9.7678
24.901,3587,6.2345,-9.7664
24.951,3587.3,5.7462,-9.7645
25.001,3587.6,5.258,-9.7628
25.051,3587.9,4.7699,-9.7627
25.101,3588.1,4.2818,-9.7615
25.151,3588.3,3.7938,-9.7577
25.201,3588.5,3.306,-9.755
25.251,3588.6,2.8183,-9.7533
25.301,3588.8,2.3305,-9.7755
25.351,3588.9,1.8417,-9.7753
25.401,3588.9,1.353,-9.7743
25.451,3589,0.86427,-9.7734
25.501,3589,0.37562,-9.7729
